номер,обоснование,наименование,ед_изм,кол_на_ед,коэф1,всего_коэф,база_ед,индекс,тек_ед,коэф2,всего_руб,row_index,раздел,вид_работ,тип_работы,категория
,01.7.15.07-0022,"Дюбели полиэтиленовые распорные, диаметр 6 мм, длина 40 мм",1000 шт,0.02,,0.004,261.09,1.26,328.97,,1.32,805,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,материалы,монтажные работы
,01.7.15.14-0167,"Шурупы самонарезающие стальные с полукруглой головкой и прямым шлицем, остроконечные, диаметр 5 мм, длина 50 мм",т,0.00014,,2.8e-05,110308.96,1.26,138989.29,,3.89,806,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,материалы,монтажные работы
,08.1.02.11-0001,"Поковки из квадратных заготовок, масса 1,5-4,5 кг",т,0.0001,,2e-05,55898.18,1.25,69872.73,,1.4,807,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,материалы,монтажные работы
Н,18.2.06.04,Гарнитура туалетная,шт,10.0,,2.0,,,,,,808,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,материалы,монтажные работы
,,Итого прямые затраты,,,,,,,,,226.11,809,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
,,ФОТ,,,,,,,,,219.41,810,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
,Пр/812-016.0-1,"НР Сантехнические работы - внутренние (трубопроводы, водопровод, канализация, отопление, газоснабжение, вентиляция и кондиционирование воздуха)",%,121.0,,121.0,,,,,265.49,811,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
,Пр/774-016,"СП Сантехнические работы - внутренние (трубопроводы, водопровод, канализация, отопление, газоснабжение, вентиляция и кондиционирование воздуха)",%,72.0,,72.0,,,,,157.98,812,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
,,Всего по позиции,,,,,,,3247.9,,649.58,813,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
94,ТЦ_18.2.06.07_71_6915012732_28.07.2025_02_20.1,"Крючок-держатель для костылей и трости, М9, сталь",шт,2.0,1.0,2.0,,,1023.06,,2046.12,814,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,материалы,монтажные работы
,,(Материалы),,,,,,,,,,815,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
,,Всего по позиции,,,,,,,,,2046.12,816,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
95,ГЭСНм10-01-039-06,"Реле, ключ, кнопка и др. с подготовкой места установки",шт,1.0,1.0,1.0,,,,,,817,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,материалы,монтажные работы
,1,ОТ(ЗТ),чел.-ч,,,2.0,,,,,695.88,818,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,услуги,монтажные работы
,1-100-30,"Средний разряд работы 3,0",чел.-ч,2.0,,2.0,,,347.94,,695.88,819,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,услуги,монтажные работы
,,Итого прямые затраты,,,,,,,,,695.88,820,Раздел 3. Адаптация входной группы (внутри),Монтажные работы,,монтажные работы
